question_id,question,options,answer,answer_index,cot_content,category,src
6944,"The Federal Reserve's most important control instrument is open-market operations. How is it that selling government bonds can reduce bank reserves?
Options:
 A. The bank will lose an equivalent amount of reserve balances with the Federal Reserve
B. The bank's reserve balances will become negative as a result of the bond sale
C. The bank's reserve balances increase due to interest payments on bonds
D. The bank will lose reserve balances only if the bonds are sold to the public, not to the Federal Reserve
E. The bank's reserve requirement ratio will decrease
F. The bank will gain more reserve balances
G. The bank's reserve balances will decrease by half the amount of the bonds sold
H. The bank's reserve balances will double
I. The bank's lending capacity will increase without any change in reserve balances
J. The bank's reserve balances remain unchanged","['The bank will lose an equivalent amount of reserve balances with the Federal Reserve'
 ""The bank's reserve balances will become negative as a result of the bond sale""
 ""The bank's reserve balances increase due to interest payments on bonds""
 'The bank will lose reserve balances only if the bonds are sold to the public, not to the Federal Reserve'
 ""The bank's reserve requirement ratio will decrease""
 'The bank will gain more reserve balances'
 ""The bank's reserve balances will decrease by half the amount of the bonds sold""
 ""The bank's reserve balances will double""
 ""The bank's lending capacity will increase without any change in reserve balances""
 ""The bank's reserve balances remain unchanged""]",A,0,,economics,stemez-Economics
6353,"The respiratory tract is crossed by the isthmus of the thyroid gland at the level of the
Options:
 A. laryngopharynx.
B. vocal cords.
C. cricoid cartilage.
D. hyoid bone.
E. cricothyroid membrane.
F. tracheal rings.
G. uvula.
H. epiglottis.
I. glottis.
J. thyroid cartilage.","['laryngopharynx.' 'vocal cords.' 'cricoid cartilage.' 'hyoid bone.'
 'cricothyroid membrane.' 'tracheal rings.' 'uvula.' 'epiglottis.'
 'glottis.' 'thyroid cartilage.']",F,5,,health,ori_mmlu-anatomy
5320,"What is the (approximate) value of lemon juice on the pH scale?
Options:
 A. 1
B. 0
C. 9
D. 2
E. 10
F. 12
G. 14
H. 5
I. 7
J. 8",['1' '0' '9' '2' '10' '12' '14' '5' '7' '8'],D,3,,other,ori_mmlu-miscellaneous
4797,"This question refers to the following information.
Under the name of Chartist well-meaning inconsiderate men and other misled men have in very many cases, all over the country from the extreme west to the extreme east and from Brighton in the south to nearly the extreme north of Scotland, denounced every man who is not a working man, applied to him, the grossest epithets and most atrocious intentions and conduct, have threatened them with vengeance and in some places, have proposed plans for the seizure and division of their property—numbers of misled men and others of bad character, under the self-denomination of Chartists have gone from place to place and in the most violent manner disturbed and dispersed meetings of various kinds. Your Committee object to the words Household Suffrage since under any honest definition of the words—they would exclude a large majority of the men of these kingdoms—and because they have become reasonably obnoxious to the political portion of the working people.
—Excerpt of a letter from British social reformer Francis Place, written in 1842
The primary goal of the Chartist movement was which of the following?
Options:
 A. Universal female suffrage
B. Equal distribution of wealth
C. Universal male suffrage
D. Universal suffrage
E. Universal health care
F. Universal education
G. Abolition of child labor
H. Establishment of a socialist state
I. Abolition of monarchy
J. Social security and unemployment insurance","['Universal female suffrage' 'Equal distribution of wealth'
 'Universal male suffrage' 'Universal suffrage' 'Universal health care'
 'Universal education' 'Abolition of child labor'
 'Establishment of a socialist state' 'Abolition of monarchy'
 'Social security and unemployment insurance']",C,2,,history,ori_mmlu-high_school_european_history
5972,"Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?
Options:
 A. Goths
B. Huns
C. Normans
D. Franks
E. Russians
F. Anglo-Saxons
G. Vandals
H. Moors
I. Celts
J. Visigoths","['Goths' 'Huns' 'Normans' 'Franks' 'Russians' 'Anglo-Saxons' 'Vandals'
 'Moors' 'Celts' 'Visigoths']",E,4,,other,ori_mmlu-miscellaneous
1662,"In Osman v UK (1998), the European Court laid down a test, which can be used to apply a general positive obligation on a state. Which of the following statements is not part of the Osman test?
Options:
 A. The risk must be immediate and unavoidable
B. If a real and imminent risk (of death/harm)
C. The state should take unreasonable steps to prevent death/harm occurring
D. The risk must have been previously reported to the state
E. A state should take reasonable steps to prevent death/harm occurring
F. The state has a duty to inform the individual of the risk
G. The state has a responsibility to eliminate all risk
H. The state must provide financial compensation for any potential harm
I. The risk must emanate from a state agent
J. A state knows or ought to have known","['The risk must be immediate and unavoidable'
 'If a real and imminent risk (of death/harm)'
 'The state should take unreasonable steps to prevent death/harm occurring'
 'The risk must have been previously reported to the state'
 'A state should take reasonable steps to prevent death/harm occurring'
 'The state has a duty to inform the individual of the risk'
 'The state has a responsibility to eliminate all risk'
 'The state must provide financial compensation for any potential harm'
 'The risk must emanate from a state agent'
 'A state knows or ought to have known']",I,8,,law,ori_mmlu-international_law
8059,"Use the Trapezoidal Rule with to approximate $\int_0^{\pi} sin^2(x)dx$. Return the approximated demical value.
Options:
 A. 1.414214
B. 1.000000
C. 0.785398
D. 1.570796
E. 1.234567
F. 3.000000
G. 3.141592
H. 2.718282
I. 2.345678
J. 2.000000","['1.414214' '1.000000' '0.785398' '1.570796' '1.234567' '3.000000'
 '3.141592' '2.718282' '2.345678' '2.000000']",D,3,,math,theoremQA-Math
3608,"Chlorine is found in nature in two isotopic forms, one of atomiemass 35amuand one of atomic mass 37amu. The average atomic mass of chlorine is 35.453amu. What is the percent with which each of these isotopes occurs in nature?
Options:
 A. The isotope of mass 35amu occurs with 80% and the isotope of mass 37amu occurs with 20%
B. The isotope of mass 35amu occurs with 60% and the isotope of mass 37amu occurs with 40%
C. The isotope of mass 35amu occurs with 65% and the isotope of mass 37amu occurs with 35%
D. The isotope of mass 35amu occurs with 25% and the isotope of mass 37amu occurs with 75%
E. The isotope of mass 35amu occurs with 50% and the isotope of mass 37amu occurs with 50%
F. The isotope of mass 35amu occurs with 85% and the isotope of mass 37amu occurs with 15%
G. The isotope of mass 35amu occurs with 90% and the isotope of mass 37amu occurs with 10%
H. The isotope of mass 35amu occurs with 55% and the isotope of mass 37amu occurs with 45%
I. The isotope of mass 35amu occurs with 70% and the isotope of mass 37amu occurs with 30%
J. The isotope of mass 35amu occurs with 77.35% and the isotope of mass 37amu occurs with 22.65%","['The isotope of mass 35amu occurs with 80% and the isotope of mass 37amu occurs with 20%'
 'The isotope of mass 35amu occurs with 60% and the isotope of mass 37amu occurs with 40%'
 'The isotope of mass 35amu occurs with 65% and the isotope of mass 37amu occurs with 35%'
 'The isotope of mass 35amu occurs with 25% and the isotope of mass 37amu occurs with 75%'
 'The isotope of mass 35amu occurs with 50% and the isotope of mass 37amu occurs with 50%'
 'The isotope of mass 35amu occurs with 85% and the isotope of mass 37amu occurs with 15%'
 'The isotope of mass 35amu occurs with 90% and the isotope of mass 37amu occurs with 10%'
 'The isotope of mass 35amu occurs with 55% and the isotope of mass 37amu occurs with 45%'
 'The isotope of mass 35amu occurs with 70% and the isotope of mass 37amu occurs with 30%'
 'The isotope of mass 35amu occurs with 77.35% and the isotope of mass 37amu occurs with 22.65%']",J,9,,chemistry,stemez-PhysicalChemistry
12174,"A flat key is used to prevent slipping of a cast-iron gear mounted on a shaft, 2 in. in diameter. Determine the appropriate dimensions of the key if the gear delivers 125 hp at 250 rpm. Assume design stresses for shear and bearing as 19,000 psi and 37,000 psi.
Options:
 A. key thickness = 3/8 in., key width = 1/2 in., key length = 3.32 in.
B. key thickness = 1/4 in., key width = 3/8 in., key length = 6.0 in.
C. key thickness = 3/8 in., key width = 1/2 in., key length = 4.6 in.
D. key thickness = 1/2 in., key width = 1/4 in., key length = 4.0 in.
E. key thickness = 3/8 in., key width = 5/8 in., key length = 5.0 in.
F. key thickness = 5/8 in., key width = 3/8 in., key length = 3.32 in.
G. key thickness = 1/4 in., key width = 5/8 in., key length = 3.5 in.
H. key thickness = 1/2 in., key width = 1/2 in., key length = 4.6 in.
I. key thickness = 3/8 in., key width = 3/8 in., key length = 2.5 in.
J. key thickness = 1/2 in., key width = 3/8 in., key length = 4.6 in.","['key thickness = 3/8 in., key width = 1/2 in., key length = 3.32 in.'
 'key thickness = 1/4 in., key width = 3/8 in., key length = 6.0 in.'
 'key thickness = 3/8 in., key width = 1/2 in., key length = 4.6 in.'
 'key thickness = 1/2 in., key width = 1/4 in., key length = 4.0 in.'
 'key thickness = 3/8 in., key width = 5/8 in., key length = 5.0 in.'
 'key thickness = 5/8 in., key width = 3/8 in., key length = 3.32 in.'
 'key thickness = 1/4 in., key width = 5/8 in., key length = 3.5 in.'
 'key thickness = 1/2 in., key width = 1/2 in., key length = 4.6 in.'
 'key thickness = 3/8 in., key width = 3/8 in., key length = 2.5 in.'
 'key thickness = 1/2 in., key width = 3/8 in., key length = 4.6 in.']",C,2,,engineering,stemez-MachineDesign
3361,"Discuss how the quantitative measurements of the dioxy-ribonucleic acid content of cells is evidence that DNA is the genetic material.
Options:
 A. The increase in DNA content following cell division indicates that DNA is the genetic material.
B. The presence of DNA in mitochondria and chloroplasts, but not in the cell nucleus, is evidence that DNA is the genetic material.
C. The constant amount of DNA in all body cells and half the amount in germ cells is evidence that DNA is the genetic material.
D. The varying amount of RNA in cells indicates that DNA is the genetic material.
E. The ratio of adenine to thymine varies greatly between different types of cells, suggesting DNA is the genetic material.
F. The presence of histones in cells proves that DNA is the genetic material.
G. The correlation between the complexity of an organism and the amount of DNA in its cells points to DNA as the genetic material.
H. The ability to synthesize proteins directly from RNA without DNA involvement demonstrates that DNA is the genetic material.
I. The consistency of DNA sequences across different species suggests that DNA is the genetic material.
J. Polyploid tissues have multiple sets of chromosomes, which shows DNA is the genetic material.","['The increase in DNA content following cell division indicates that DNA is the genetic material.'
 'The presence of DNA in mitochondria and chloroplasts, but not in the cell nucleus, is evidence that DNA is the genetic material.'
 'The constant amount of DNA in all body cells and half the amount in germ cells is evidence that DNA is the genetic material.'
 'The varying amount of RNA in cells indicates that DNA is the genetic material.'
 'The ratio of adenine to thymine varies greatly between different types of cells, suggesting DNA is the genetic material.'
 'The presence of histones in cells proves that DNA is the genetic material.'
 'The correlation between the complexity of an organism and the amount of DNA in its cells points to DNA as the genetic material.'
 'The ability to synthesize proteins directly from RNA without DNA involvement demonstrates that DNA is the genetic material.'
 'The consistency of DNA sequences across different species suggests that DNA is the genetic material.'
 'Polyploid tissues have multiple sets of chromosomes, which shows DNA is the genetic material.']",C,2,,biology,stemez-Biology
