task,decision_prompt,answer_type,answer
"Under conditions of $30^{\circ} \mathrm{C}$ and $10^{5} \mathrm{~Pa}$, water has the following parameters: $\alpha=3.04 \times 10^{-4} \mathrm{~K}^{-1}$, $V_{\mathrm{m}}=18.1 \mathrm{~cm}^{3} \cdot \mathrm{~mol}^{-1}$, and $C_{p, \mathrm{~m}}=75.29 \mathrm{~J} \cdot \mathrm{~mol}^{-1} \cdot \mathrm{~K}^{-1}$. calculate $\mu_{\mathrm{J}-\mathrm{T}}$.
Options:
A. $-1.5 \times 10^{-7} \text{K} \cdot \text{Pa}^{-1}$
B. $-2.2 \times 10^{-7} \text{K} \cdot \text{Pa}^{-1}$
C. $-2.5 \times 10^{-7} \text{K} \cdot \text{Pa}^{-1}$
D. $-3.0 \times 10^{-7} \text{K} \cdot \text{Pa}^{-1}$
E. $-2.0 \times 10^{-7} \text{K} \cdot \text{Pa}^{-1}$
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"Under the conditions of $27^{\circ} \mathrm{C}$ and $101.325 \mathrm{kPa}$, a flask filled with nitrogen gas weighs 50.426 grams, while the same flask weighs 49.888 grams when filled with hydrogen gas under the same conditions. Calculate the volume of the flask. (Molecular weight: $\mathrm{N}_{2}: 28.0, \quad \mathrm{H}_{2}:2.02$)
Options:
A. 0.509L
B. All other answers are incorrect
C. 0.615L
D. 0.472L
E. 0.560L
F. 0.458L","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
"Given that the dissociation energies of $\mathrm{H}_{2}$ and $\mathrm{N}_{2}$ are $+435 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$ and $+946 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$ respectively, and the heat of formation of $\mathrm{NH}_{3}(\mathrm{~g})$ is $-46.11 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$. Calculate the reaction heat when $\mathrm{NH}_{3}$ is formed from atom N and atom H.
Options:
A. $1173.11 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$
B. $1153.11 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$
C. $1136.11 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$
D. $1203.11 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$
E. All other answers are incorrect
F. $1193.11 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
"The reaction of $\mathrm{Fe}_{2} \mathrm{O}_{3}$ being reduced by C is: $2 \mathrm{Fe}_{2} \mathrm{O}_{3}(\mathrm{~s})+3 \mathrm{C}(\mathrm{s})=4 \mathrm{Fe}(\mathrm{s})+3 \mathrm{CO}_{2}(\mathrm{~g})$. The thermodynamic data are as follows: & $\mathrm{Fe}_{2} \mathrm{O}_{3}(\mathrm{~s})$ & $\mathrm{C}(\mathrm{s})$ & $\mathrm{Fe}(\mathrm{s})$ & $\mathrm{CO}_{2}(\mathrm{~g})$ \\ $\Delta f \mathrm{H}_{m}{ }^{\ominus}(298 \mathrm{~K}) / \mathrm{kJ} \cdot \mathrm{mol}^{-1}$ & -822 & 0 & 0 & -393.5 \\ $\mathrm{~S}_{m}{ }^{\ominus}=\mathrm{J} \cdot \mathrm{mol}^{-1} \cdot \mathrm{~K}^{-1}$ & 90 & 5.7 & 27.2 & 214 \\ $\Delta f \mathrm{G}_{m}{ }^{\ominus}(298 \mathrm{~K}) / \mathrm{kJ} \cdot \mathrm{mol}^{-1}$ & -741 & 0 & 0 & -394.4. Calculate whether it is thermodynamically possible to reduce $\mathrm{Fe}_{2} \mathrm{O}_{3}$ with C to produce Fe and $\mathrm{CO}_{2}$ at 298 K and standard pressure? If the reaction is to proceed spontaneously, what is the lowest temperature required?
Options:
A. 849.0K
B. 837.1K
C. All other answers are incorrect
D. 860.5K
E. 810.2K
F. 825.0K","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"At 298 K, the heat of vaporization of water is $43.93 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$. Calculate $Q_{\mathrm{p}}, \mathrm{W}$, and $\Delta \mathrm{U}$ when 1 mol of water is vaporized.
Options:
A. All other answers are incorrect
B. 41.00kJ
C. 41.45kJ
D. 39.85kJ
E. 42.00kJ
F. 43.00kJ","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"At $25^{\circ} \mathrm{C}$, a 1.0 L mixture of methane and acetylene is taken, and its pressure is measured to be 8.4 kPa. When this mixture is completely burned and water is removed, the remaining $\mathrm{CO}_{2}$ at $25^{\circ} \mathrm{C}$ and 1.0 L has a pressure of 12.8 kPa. Calculate the mole fraction of methane in the mixture.
Options:
A. 0.54
B. 0.52
C. 0.4
D. All other answers are incorrect
E. 0.43
F. 0.47","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"Given that the energy of an electric dipole can be calculated as follows: \[E=F \times d \quad \text{and} \quad F=k \times \frac{q^{+} \times q^{-}}{d^{2}} \quad \text{then} \quad E=k \times \frac{q^{+} \times q^{-}}{d}\], where $k=9.0 \times 10^{9} \mathrm{~J} \cdot \mathrm{~m} \cdot \mathrm{C}^{-2}$. How much energy will be released when approaching from an infinite distance to a distance of 0.276 nm (the average distance between ions in a sodium chloride crystal)? (Assuming ions are point charges, the charge of one unit is $1.60 \times 10^{-19} \mathrm{C}$, Avogadro's number is $ 6.023 \times 10^{23}, 1 \mathrm{~nm}=10^{-9} \mathrm{~m}$)?
Options:
A. 509.91 kJ·mol^{-1}
B. All other answers are incorrect
C. 449.91 kJ·mol^{-1}
D. 489.91 kJ·mol^{-1}
E. 479.01 kJ·mol^{-1}
F. 499.91 kJ·mol^{-1}","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"Given that the lattice energy of KBr is $677.8 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$, the standard molar enthalpy of solution is $20.9 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$, and the standard molar enthalpy of hydration for $\mathrm{Br}^{-}$ is $-318 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$. Calculate the standard molar enthalpy of hydration for $\mathrm{K}^{+}$.
Options:
A. -338.9 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}
B. -328.9 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}
C. -340.0 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}
D. All other answers are incorrect
E. -330.0 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}
F. -348.9 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
"A certain CH4 gas holder has a volume of 1000 m³, and the gas holder pressure is 103 kPa. If the highest temperature in summer is 41°C and the lowest temperature in winter is -25°C, how many more kg of CH4 can be stored in winter compared to summer?
Options:
A. 150
B. 160
C. All other answers are incorrect
D. 180
E. 168
F. 172","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"At $27^{\circ} \mathrm{C}$ and 101 kPa, dry air is passed through ethylene glycol $\left(\mathrm{C}_{2} \mathrm{H}_{4}(\mathrm{OH})_{2}\right.$ with a molecular weight of 62, a boiling point of $197^{\circ} \mathrm{C}$, and a molar heat of vaporization of $41.4 \mathrm{~kJ} \cdot \mathrm{~mol}^{-1}$. Calculate the maximum mass of ethylene glycol that can be carried away per $1.00 \mathrm{~m}^{3}$ of air. (Assume that ethylene glycol vapor can be considered an ideal gas.)
Options:
A. 6.2g
B. 6.5g
C. 5.8g
D. All other answers are incorrect
E. 5.5g
F. 7.0g","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
"At $100^{\circ} \mathrm{C}$, 0.020 mol of benzene vapor and 0.020 mol of water vapor are introduced into a 1.0 L container. If the temperature is maintained at $100^{\circ} \mathrm{C}$ and the gases are compressed to 0.50 L, calculate the total pressure of the mixed gases in the container. (At $100^{\circ} \mathrm{C}$, the saturated vapor pressure of benzene is 174 kPa, and benzene vapor and water vapor can be considered as ideal gases that do not interact with each other.)
Options:
A. 240kPa
B. All other answers are incorrect
C. 225kPa
D. 230kPa
E. 220kPa
F. 200kPa","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"Under the conditions of $20^{\circ} \mathrm{C}, 101 \mathrm{kPa}$ , how many grams of ethanol can be carried away as 19.6 L of air slowly passes through ethanol? (The saturated vapor pressure of ethanol at $20^{\circ} \mathrm{C}$ is 5.86 kPa, with the molar mass of ethanol being $\left.49.0\right.$)
Options:
A. All other answers are incorrect
B. 2.01g
C. 2.17g
D. 2.36g
E. 2.25g
F. 2.30g","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"For the reaction $\mathrm{NH}_{4} \mathrm{HS}(\mathrm{s})=\mathrm{NH}_{3}(\mathrm{g})+\mathrm{H}_{2} \mathrm{S}(\mathrm{g})$ at $20^{\circ} \mathrm{C}$, $K_{p}=5.13 \times 10^{8} \mathrm{~Pa}^{2}$. In a $2.4 \mathrm{dm}^{3}$ container at $20^{\circ} \mathrm{C}$ containing $0.06 \mathrm{~mol}$ of $\mathrm{NH}_{4} \mathrm{HS}(\mathrm{s})$, calculate the amount of $\mathrm{NH}_{3}$ when the percentage decomposition of $\mathrm{NH}_{4} \mathrm{HS}(\mathrm{s})$ is $1\%$.
Options:
A. (5)8.0\times$10^{-4}$mol
B. All other answers are incorrect
C. (2)6.0\times$10^{-4}$mol
D. (1)5.4\times$10^{-4}$mol
E. (3)6.6\times$10^{-4}$mol
F. (4)7.2\times$10^{-4}$mol","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"Calculate the $m_{\mathrm{H}^{+}}$ in a $0.1 \mathrm{~mol} \cdot \mathrm{~kg}^{-1} \mathrm{NaC}_{2} \mathrm{H}_{3} \mathrm{O}_{2}$ aqueous solution at $25^{\circ} \mathrm{C}$, given that the $K_{a, m}^{\ominus}$ for $\mathrm{HC}_{2} \mathrm{H}_{3} \mathrm{O}_{2}$ is $1.75 \times 10^{-5}$ at $25^{\circ} \mathrm{C}$. (Hint: Acetate ion is a base and reacts with water: $\mathrm{C}_{2} \mathrm{H}_{3} \mathrm{O}_{2}^{-}+\mathrm{H}_{2} \mathrm{O} \rightleftharpoons \mathrm{HC}_{2} \mathrm{H}_{3} \mathrm{O}_{2}+\mathrm{OH}^{-}$.)
Options:
A. All other answers are incorrect
B. 1.25 \times 10^{-8} \text{ mol} \cdot \text{kg}^{-1}
C. 1.32 \times 10^{-9} \text{ mol} \cdot \text{kg}^{-1}
D. 1.32 \times 10^{-8} \text{ mol} \cdot \text{kg}^{-1}
E. 1.45 \times 10^{-9} \text{ mol} \cdot \text{kg}^{-1}
F. 1.35 \times 10^{-9} \text{ mol} \cdot \text{kg}^{-1}","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"Given that the decomposition reaction of a certain drug is a first-order reaction, the half-life of the drug is measured to be 170 days at $100^{\circ} \mathrm{C}$. The drug becomes ineffective after a $20\%$ decomposition, and its shelf life at $10^{\circ} \mathrm{C}$ is 700 days. If stored at room temperature $(25^{\circ} \mathrm{C})$, how many days is the shelf life of the drug
Options:
A. 370d
B. 425d
C. All other answers are incorrect
D. 407d
E. 380d
F. 450d","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"At $18.0^{\circ} \mathrm{C}$ and 100.0 kPa, air containing saturated water vapor with a volume of $269.0 \mathrm{dm}^{3}$ is passed through a $\mathrm{CaCl}_{2}$ drying tube, yielding 315.8 g of dry air. Find the vapor pressure of saturated water vapor at this temperature. (Assume the average molecular weight of air is 29.00)
Options:
A. 2.0kPa
B. 2.4kPa
C. All other answers are incorrect
D. 1.8kPa
E. 2.1kPa
F. 2.3kPa","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"In a sealed container with a volume of $482 \mathrm{~cm}^{3}$, there is 0.105 g of water. How much of water is vapor at $50.0^{\circ} \mathrm{C}$ ? (The saturated water vapor pressure at $50.0^{\circ} \mathrm{C}$ is $12.3 \mathrm{kPa}$).
Options:
A. 0.035g
B. 0.030g
C. All other answers are incorrect
D. 0.044g
E. 0.050g
F. 0.040g","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"Based on the following data, calculate the electron affinity of F:\n(1) $\\mathrm{Al}(\\mathrm{s})=\\mathrm{Al}(\\mathrm{g})$\\n$\\Delta \\mathrm{rH}_{m}{ }^{\\ominus} / \\mathrm{kJ} \\cdot \\mathrm{mol}^{-1}$\\n326\\n(2) $\\mathrm{Al}(\\mathrm{g})=\\mathrm{Al}^{3+}(\\mathrm{g})+3 \\mathrm{e}^{-}$\\n\\n5138\\n(3) $\\mathrm{F}_{2}(\\mathrm{~g})=2 \\mathrm{~F}(\\mathrm{~g})$\\n\\n160\\n(4) $\\mathrm{Al}(\\mathrm{s})+(3 / 2) \\mathrm{F}_{2}(\\mathrm{~g})=\\mathrm{AlF}_{3}(\\mathrm{~s})$\\n\\n-1310\\n(5) $\\mathrm{Al}^{3+}(\\mathrm{g})+3 \\mathrm{~F}^{-}(\\mathrm{g})=\\mathrm{AlF}_{3}(\\mathrm{~s})$\\n\\n$-5964$\\n***
Options:
A. $-360 \text{kJ} \cdot \text{mol}^{-1}$
B. $-350 \text{kJ} \cdot \text{mol}^{-1}$
C. All other answers are incorrect
D. $-310 \text{kJ} \cdot \text{mol}^{-1}$
E. $-380 \text{kJ} \cdot \text{mol}^{-1}$
F. $-340 \text{kJ} \cdot \text{mol}^{-1}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"The relationship between the saturation vapor pressure of liquid arsenic and temperature is given by $ \lg \frac{p}{133.322 \mathrm{~Pa}}=-\frac{2460 \mathrm{~K}}{T}+6.69$. The relationship between the saturation vapor pressure of solid arsenic and temperature is given by $\lg \frac{p}{133.322 \mathrm{~Pa}}=-\frac{6947 \mathrm{~K}}{T}+10.8$.Try to find the temperature and pressure of the three phase point of arsenic.
Options:
A. All other answers are incorrect
B. 815℃，3.64×$10^{6}$Pa
C. 817℃，3.60×$10^{6}$Pa
D. 823℃，3.84×$10^{5}$Pa
E. 826℃，3.81×$10^{6}$Pa
F. 819℃，3.64×$10^{6}$Pa","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"A gaseous compound is an oxide of nitrogen, where the mass fraction of nitrogen is $30.5\%$. A container is filled with this nitrogen oxide, with a mass of 4.107 g, a volume of 0.500 L, a pressure of 202.7 kPa, and a temperature of $0^{\circ} \mathrm{C}$. Find: the density of this gas under standard conditions.
Options:
A. 4.11 g·$L^{-1}$
B. 4.25 g·$L^{-1}$
C. 4.30 g·$L^{-1}$
D. 4.00 g·$L^{-1}$
E. All other answers are incorrect
F. 3.95 g·$L^{-1}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
